channel_id,channel_title,subscribers,total_views,video_count,description
UCcdwLMPsaU2ezNSJU1nFoBQ,Baby Shark - Pinkfong Kids’ Songs & Stories,79500000,47497893810,3409,"Welcome to Pinkfong's official YouTube channel. Meet Pinkfong’s fun, educational videos that captured the hearts of millions of children around the world.

Subscribe to Pinkfong Baby Shark’s channel for kids’ favorite songs & stories created by professionals in child education.

Follow Pinkfong on social media for new updates and free promotions.
★ Website: https://www.thepinkfongcompany.com/
★ Twitter: https://twitter.com/pinkfong
★ Instagram: https://www.instagram.com/pinkfong.official
★ Facebook: https://www.facebook.com/pinkfong.official
★ TikTok: https://www.tiktok.com/@pinkfong_official 

[IMPORTANT]
Kindly be noted using The Pinkfong company’s all creative content such as music or animation (collectively as ""Content"") with no prior permission from The Pinkfong Company is illegal. 

For any inquiries about using Pinkfong's Content for commercial or non-commercial use, kindly contact us through below business inquiry link:
https://bizhelp.pinkfong.com/hc/en-us
"
